Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,3Ssn Porch,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,has_pool,bath_count,deck_porch_sf,qual_cond
1951,70,RL,60.0,10800,1,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,4,CBlock,4.0,3.0,Av,Unf,0.0,Unf,0.0,736.0,736.0,5,1,SBrkr,751,783,0,1534,3,1,4,6,Typ,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N,0,0,7,2007,WD ,148000,1,2.0,112,45
9,120,RL,39.0,5389,0,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,No,GLQ,1180.0,Unf,0.0,415.0,1595.0,5,1,SBrkr,1616,0,0,1616,2,1,4,5,Typ,1,3.0,Attchd,1995.0,RFn,2.0,608.0,3.0,3.0,Y,0,0,3,2010,WD ,236500,1,3.0,389,40
2848,50,RL,60.0,10890,0,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1938,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2.0,3.0,No,LwQ,930.0,Unf,0.0,128.0,1058.0,3,1,SBrkr,1058,493,0,1551,3,1,2,6,Typ,0,0.0,Detchd,1938.0,Unf,1.0,240.0,2.0,3.0,Y,0,MnPrv,7,2006,WD ,137000,1,3.0,0,25
614,20,RL,68.0,9768,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,Rec,100.0,ALQ,247.0,613.0,960.0,4,1,SBrkr,960,0,0,960,2,1,3,5,Typ,0,0.0,Attchd,1955.0,RFn,1.0,330.0,3.0,3.0,Y,0,MnPrv,2,2009,WD ,122000,1,2.0,70,25
1736,20,RL,73.0,8993,0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,5,1,SBrkr,1302,0,0,1302,3,1,4,6,Typ,0,0.0,Attchd,2007.0,Fin,2.0,436.0,3.0,3.0,Y,0,0,8,2007,New,176485,1,2.0,22,35
2686,30,RL,50.0,11672,1,IR2,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,816.0,816.0,3,1,FuseA,816,0,0,816,2,1,3,4,Typ,0,0.0,Detchd,1925.0,Unf,1.0,210.0,2.0,2.0,N,0,0,7,2006,WD ,109000,1,1.0,280,25
2257,120,RM,,9763,0,IR1,Lvl,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4.0,3.0,No,GLQ,1102.0,ALQ,72.0,328.0,1502.0,5,1,SBrkr,1502,0,0,1502,1,1,4,5,Typ,1,3.0,Attchd,1998.0,Fin,1.0,286.0,3.0,3.0,Y,0,0,9,2007,WD ,330000,1,3.0,0,35
1284,20,RM,56.0,9836,1,Reg,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,No,GLQ,96.0,Unf,0.0,96.0,192.0,4,0,SBrkr,1133,0,0,1133,3,1,3,7,Typ,0,0.0,Detchd,2008.0,Unf,1.0,308.0,3.0,3.0,Y,0,0,12,2008,WD ,143000,1,2.0,175,30
1765,60,RL,89.0,10557,0,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5.0,3.0,4,GLQ,672.0,Unf,0.0,736.0,1408.0,5,1,SBrkr,1671,1407,0,3078,4,1,4,9,Typ,1,3.0,Attchd,1998.0,Fin,3.0,806.0,3.0,3.0,Y,0,0,7,2007,WD ,410000,1,4.0,195,45
1811,60,RL,70.0,8462,0,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4.0,4.0,No,GLQ,814.0,Unf,0.0,114.0,928.0,5,1,SBrkr,936,785,0,1721,3,1,4,7,Typ,0,0.0,Attchd,1994.0,RFn,2.0,471.0,3.0,3.0,Y,0,0,7,2007,WD ,201000,1,4.0,387,30
2603,50,RL,60.0,10818,1,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1910,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2.0,3.0,No,Unf,0.0,Unf,0.0,1077.0,1077.0,3,1,FuseA,981,779,0,1760,4,1,3,7,Typ,1,3.0,Detchd,1935.0,Unf,2.0,648.0,2.0,3.0,Y,0,0,2,2006,COD,80000,1,2.0,216,16
2220,70,RL,61.0,7259,0,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,ALQ,774.0,LwQ,150.0,104.0,1028.0,5,1,SBrkr,1436,884,0,2320,3,1,4,9,Typ,1,3.0,Detchd,1945.0,Unf,1.0,180.0,3.0,3.0,Y,0,MnPrv,7,2007,WD ,259500,1,4.0,224,48
2273,60,RL,,11800,0,IR1,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4.0,3.0,4,GLQ,766.0,Unf,0.0,356.0,1122.0,5,1,SBrkr,1146,1340,0,2486,5,1,4,10,Typ,1,4.0,BuiltIn,2003.0,Fin,2.0,452.0,3.0,3.0,Y,0,0,7,2007,WD ,279900,1,5.0,175,35
163,20,RL,75.0,7500,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,No,LwQ,340.0,Rec,906.0,0.0,1246.0,5,1,SBrkr,1246,0,0,1246,3,1,4,6,Typ,0,0.0,Attchd,1959.0,RFn,1.0,305.0,3.0,3.0,Y,0,GdPrv,5,2010,WD ,154000,1,3.0,218,35
2734,50,RL,62.0,6488,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1942,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,LwQ,230.0,Unf,0.0,569.0,799.0,5,0,FuseA,799,351,0,1150,3,1,3,6,Mod,2,3.0,BuiltIn,1942.0,Unf,1.0,215.0,3.0,3.0,Y,0,0,3,2006,WD ,128000,1,1.0,264,25
426,20,RL,110.0,14230,0,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1566.0,1566.0,5,1,SBrkr,1600,0,0,1600,3,1,4,7,Typ,1,4.0,Attchd,2007.0,RFn,3.0,890.0,3.0,3.0,Y,0,0,7,2009,WD ,256300,1,2.0,56,40
2216,50,RL,110.0,7810,0,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,3,4,BrkTil,3.0,4.0,No,GLQ,189.0,Unf,0.0,741.0,930.0,5,1,SBrkr,1230,525,0,1755,4,1,4,7,Typ,1,3.0,Detchd,1930.0,Unf,1.0,231.0,2.0,3.0,Y,0,0,11,2007,WD ,188000,1,2.0,40,24
2900,20,RL,85.0,14331,0,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5.0,3.0,4,GLQ,1274.0,Unf,0.0,526.0,1800.0,5,1,SBrkr,1800,0,0,1800,3,1,4,7,Typ,1,4.0,Attchd,2002.0,Fin,3.0,765.0,3.0,3.0,Y,0,0,5,2006,WD ,312500,1,3.0,348,40
97,160,FV,30.0,3182,1,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,600.0,600.0,5,1,SBrkr,600,600,0,1200,2,1,4,4,Typ,0,0.0,Detchd,2004.0,RFn,2.0,480.0,3.0,3.0,Y,0,0,6,2010,WD ,151000,1,3.0,172,35
1680,160,RM,24.0,1920,0,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3.0,3.0,No,ALQ,471.0,Unf,0.0,294.0,765.0,5,1,SBrkr,765,600,0,1365,2,1,3,6,Min1,0,0.0,Detchd,1971.0,Unf,2.0,440.0,3.0,3.0,Y,0,0,8,2007,WD ,122500,1,3.0,276,25
1133,60,RL,68.0,10110,0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Mn,GLQ,80.0,ALQ,555.0,200.0,835.0,5,1,SBrkr,835,861,0,1696,3,1,4,7,Typ,0,0.0,Attchd,2003.0,RFn,2.0,542.0,3.0,3.0,Y,0,0,7,2008,WD ,188000,1,4.0,209,30
2761,60,RL,91.0,10984,0,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4,Unf,0.0,Unf,0.0,945.0,945.0,5,1,SBrkr,945,864,0,1809,3,1,4,8,Typ,0,0.0,Attchd,2005.0,RFn,2.0,638.0,3.0,3.0,Y,0,0,5,2006,New,209700,1,3.0,198,35
1642,20,RL,85.0,14082,0,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5.0,4.0,4,GLQ,1558.0,Unf,0.0,662.0,2220.0,5,1,SBrkr,2234,0,0,2234,1,1,4,7,Typ,1,4.0,Attchd,2006.0,RFn,2.0,724.0,3.0,3.0,Y,0,0,1,2007,WD ,441929,1,3.0,470,40
1141,60,RL,50.0,8480,0,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,4,3,PConc,4.0,3.0,No,GLQ,602.0,Unf,0.0,284.0,886.0,5,1,SBrkr,886,794,0,1680,3,1,4,7,Typ,0,0.0,Attchd,1993.0,RFn,2.0,474.0,3.0,3.0,Y,0,0,10,2008,WD ,163000,1,4.0,240,30
2118,60,RL,,12205,0,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3.0,2.0,4,LwQ,568.0,Unf,0.0,264.0,832.0,4,1,SBrkr,976,1111,0,2087,5,1,4,9,Typ,0,0.0,Attchd,1966.0,Fin,2.0,444.0,3.0,3.0,Y,0,0,7,2007,WD ,187500,1,3.0,301,48
870,20,RL,90.0,15750,0,Reg,Lvl,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4.0,3.0,4,GLQ,1246.0,Unf,0.0,216.0,1462.0,5,1,SBrkr,1513,0,0,1513,2,1,4,5,Typ,1,3.0,Attchd,1999.0,Fin,2.0,521.0,3.0,3.0,Y,0,0,6,2009,WD ,220000,1,3.0,169,40
1875,20,RL,70.0,8050,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,ALQ,474.0,BLQ,38.0,437.0,949.0,3,1,SBrkr,1107,0,0,1107,3,1,4,5,Typ,0,0.0,Attchd,1967.0,RFn,1.0,308.0,3.0,3.0,Y,0,0,3,2007,WD ,127000,1,2.0,152,30
155,20,RL,60.0,7200,0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,5,1,SBrkr,827,0,0,827,2,1,3,5,Mod,1,1.0,Detchd,1967.0,Unf,1.0,392.0,3.0,3.0,Y,0,0,4,2010,WD ,107500,1,1.0,0,35
1318,75,RM,35.0,6300,1,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,742.0,742.0,5,1,SBrkr,742,742,0,1484,3,1,3,9,Typ,1,4.0,0,0.0,0,0.0,0.0,0.0,0.0,Y,0,0,6,2008,WD ,128000,1,2.0,425,36
1285,30,RM,30.0,5232,1,IR3,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2.0,3.0,No,Unf,0.0,Unf,0.0,680.0,680.0,4,0,FuseP,764,0,0,764,2,1,3,4,Typ,0,0.0,Detchd,1965.0,Unf,2.0,504.0,3.0,3.0,N,0,0,6,2008,WD ,73000,1,1.0,0,25
2400,20,RL,72.0,11846,0,IR1,HLS,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5.0,3.0,4,GLQ,1567.0,Unf,0.0,225.0,1792.0,5,1,SBrkr,1792,0,0,1792,2,1,5,6,Typ,1,4.0,Attchd,2003.0,Fin,3.0,874.0,3.0,3.0,Y,0,0,8,2006,WD ,374000,1,3.0,255,45
1068,60,RL,130.0,16900,0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1110.0,4,3,PConc,5.0,3.0,Mn,GLQ,1075.0,Unf,0.0,404.0,1479.0,5,1,SBrkr,1515,1134,0,2649,4,1,4,10,Typ,1,3.0,Attchd,2001.0,Fin,3.0,746.0,3.0,3.0,Y,0,0,1,2008,WD ,421250,1,4.0,60,40
361,60,RL,,9636,0,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,808.0,808.0,4,1,SBrkr,808,785,0,1593,3,1,3,7,Typ,1,3.0,BuiltIn,1993.0,RFn,2.0,389.0,3.0,3.0,Y,0,MnPrv,12,2009,WD ,178000,1,3.0,382,30
1493,85,RL,90.0,10012,0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,Av,BLQ,920.0,Rec,180.0,38.0,1138.0,3,1,SBrkr,1181,0,0,1181,3,1,3,6,Typ,0,0.0,Detchd,1974.0,RFn,2.0,588.0,3.0,3.0,Y,0,MnPrv,4,2008,WD ,137500,1,3.0,180,20
1110,20,RL,91.0,14303,0,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4.0,3.0,4,GLQ,1314.0,Unf,0.0,672.0,1986.0,5,1,SBrkr,1987,0,0,1987,2,1,4,7,Typ,1,3.0,Attchd,1994.0,Fin,2.0,691.0,3.0,3.0,Y,0,0,8,2008,WD ,301500,1,3.0,298,40
911,70,RL,43.0,5707,0,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1935,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,583.0,583.0,4,1,FuseF,647,595,0,1242,3,1,3,6,Typ,1,4.0,Detchd,1926.0,Unf,1.0,180.0,2.0,3.0,Y,0,0,3,2009,WD ,105000,1,2.0,425,36
2535,20,RL,78.0,9360,0,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1968,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,3.0,Av,ALQ,760.0,Unf,0.0,216.0,976.0,3,1,SBrkr,976,0,0,976,2,1,4,4,Typ,1,2.0,Attchd,1968.0,RFn,2.0,504.0,3.0,3.0,Y,0,0,8,2006,WD ,157500,1,2.0,94,42
2030,50,RM,40.0,5680,1,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,1901,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,No,Unf,0.0,Unf,0.0,969.0,969.0,3,0,FuseA,969,245,0,1214,2,1,3,6,Typ,0,0.0,Detchd,1920.0,Unf,1.0,216.0,3.0,3.0,N,0,MnPrv,9,2007,WD ,117000,1,1.0,77,15
2634,20,RL,70.0,7000,0,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,BLQ,468.0,Unf,0.0,396.0,864.0,4,1,SBrkr,864,0,0,864,3,1,3,5,Typ,0,0.0,Attchd,1962.0,Unf,1.0,336.0,3.0,3.0,Y,0,GdWo,2,2006,WD ,105000,1,2.0,0,30
1530,50,RL,51.0,10480,0,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1936,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,1064.0,1064.0,5,1,FuseA,1166,0,473,1639,3,1,3,6,Maj2,0,0.0,Detchd,1936.0,Unf,1.0,240.0,3.0,3.0,Y,0,0,3,2008,WD ,115000,1,1.0,0,30
435,20,RL,95.0,11578,0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,5,3,PConc,5.0,3.0,No,Unf,0.0,Unf,0.0,1736.0,1736.0,5,1,SBrkr,1736,0,0,1736,3,1,5,7,Typ,1,4.0,Attchd,2008.0,RFn,3.0,834.0,3.0,3.0,Y,0,0,7,2009,WD ,360000,1,2.0,409,45
812,90,RL,64.0,7018,0,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,1,SBrkr,1535,0,0,1535,4,2,3,8,Typ,0,0.0,Attchd,1979.0,Unf,2.0,400.0,3.0,3.0,Y,0,0,6,2009,WD ,118858,1,2.0,0,25
1202,60,RL,,9130,0,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,2Story,6,8,1966,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3.0,3.0,No,GLQ,400.0,Rec,64.0,336.0,800.0,4,1,SBrkr,800,832,0,1632,4,1,4,7,Typ,0,0.0,Attchd,1966.0,Unf,2.0,484.0,3.0,3.0,Y,0,0,7,2008,WD ,173000,1,3.0,40,48
666,30,RL,60.0,10800,1,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3.0,3.0,No,Unf,0.0,Unf,0.0,630.0,630.0,3,1,FuseA,725,0,0,725,1,1,3,4,Typ,0,0.0,Detchd,1959.0,Unf,1.0,320.0,3.0,3.0,Y,0,0,11,2009,WD ,78500,1,2.0,30,15
1751,60,RL,62.0,8244,0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,840.0,840.0,5,1,SBrkr,840,880,0,1720,3,1,4,7,Typ,1,4.0,Attchd,2004.0,Fin,2.0,440.0,3.0,3.0,Y,0,0,5,2007,WD ,183500,1,3.0,148,35
705,20,RM,60.0,6000,1,Reg,Bnk,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,2.0,3.0,No,Unf,0.0,Unf,0.0,936.0,936.0,3,0,SBrkr,936,0,0,936,2,1,3,4,Min2,0,0.0,Detchd,1974.0,Unf,2.0,576.0,3.0,3.0,Y,0,0,2,2009,WD ,93000,1,1.0,144,16
1744,120,RL,,3621,0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4.0,3.0,4,GLQ,1084.0,Unf,0.0,322.0,1406.0,5,1,SBrkr,1589,0,0,1589,2,1,4,7,Typ,1,3.0,Attchd,2003.0,Fin,3.0,630.0,3.0,3.0,Y,0,0,11,2007,WD ,226500,1,3.0,163,40
357,60,RL,59.0,7837,0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,799.0,799.0,4,1,SBrkr,799,772,0,1571,3,1,3,7,Typ,1,3.0,Attchd,1993.0,RFn,2.0,380.0,3.0,3.0,Y,0,0,5,2009,WD ,178000,1,3.0,40,42
2133,20,RL,72.0,10665,0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4.0,3.0,Av,GLQ,1013.0,Unf,0.0,440.0,1453.0,5,1,SBrkr,1479,0,0,1479,3,1,4,7,Typ,0,0.0,Attchd,2003.0,RFn,2.0,558.0,3.0,3.0,Y,0,0,6,2007,WD ,226000,1,3.0,173,35
989,60,RL,70.0,10457,0,IR1,Lvl,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,5,CBlock,3.0,3.0,4,BLQ,496.0,LwQ,288.0,0.0,784.0,5,1,SBrkr,784,848,0,1632,4,1,3,7,Typ,1,3.0,Attchd,1969.0,RFn,2.0,898.0,3.0,3.0,Y,0,MnPrv,4,2009,WD ,173000,1,2.0,541,35
562,20,RL,60.0,8281,0,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,Rec,553.0,BLQ,311.0,0.0,864.0,4,1,SBrkr,864,0,0,864,3,1,3,5,Typ,1,1.0,Detchd,1965.0,Unf,1.0,360.0,3.0,3.0,Y,0,GdWo,12,2009,WD ,62383,1,1.0,236,25
1054,60,RL,67.0,14948,0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,5,3,PConc,5.0,3.0,Av,GLQ,1330.0,Unf,0.0,122.0,1452.0,5,1,SBrkr,1476,1237,0,2713,3,1,5,11,Typ,1,4.0,Attchd,2008.0,Fin,3.0,858.0,3.0,3.0,Y,0,0,11,2008,New,446261,1,4.0,192,45
2850,70,RL,43.0,7000,0,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,8,1926,1997,Gable,CompShg,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,No,ALQ,424.0,Unf,0.0,200.0,624.0,5,1,SBrkr,743,736,0,1479,3,1,4,6,Typ,2,4.0,Detchd,1926.0,Unf,1.0,312.0,3.0,3.0,Y,0,MnPrv,5,2006,WD ,160000,1,2.0,586,56
1082,120,RM,,3940,0,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,24.0,4,3,PConc,4.0,3.0,No,GLQ,1087.0,Unf,0.0,306.0,1393.0,5,1,SBrkr,1576,0,0,1576,2,1,4,7,Typ,1,3.0,Attchd,2004.0,RFn,3.0,668.0,3.0,3.0,Y,0,0,5,2008,WD ,219990,1,3.0,163,35
1440,20,RL,93.0,9382,0,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,4,3,PConc,4.0,3.0,No,Unf,0.0,Unf,0.0,1468.0,1468.0,5,1,SBrkr,1479,0,0,1479,3,1,4,6,Typ,0,0.0,Attchd,1999.0,RFn,2.0,577.0,3.0,3.0,Y,0,0,7,2008,WD ,191000,1,2.0,145,35
2006,40,RL,55.0,6854,0,Reg,Bnk,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3.0,3.0,No,LwQ,317.0,Rec,227.0,212.0,756.0,3,0,FuseA,916,144,0,1060,1,1,3,6,Mod,1,4.0,Detchd,1969.0,Unf,1.0,308.0,2.0,3.0,Y,0,0,8,2007,WD ,136500,1,2.0,215,35
